text,label
power ministry power head office division matter related neepco 1 transformer working since last 8 month repeated follow local mahavitaran division replacing one time got reply replacement transformer readyhowever time rainy season due slipperry road cancelled road condition good team responding asking contact third party contractor also responding please look matter early possible crop season entirely dependent electric supply 2 electric supply working still mseb giving average meter reading one visiting take reading attach bill copy consumer numberx9x6x0x0x8x5 namebabu vishwanath marekar mobile numberx1x2x4x2x1,397
labour employment suggestion epfo name address establishment aker kvaerner uan provided pf code pf account provided ppo provided scheme certificate number provided pf office regional office bandra 2 possible get pf number employment period 2009 56 year old worked number company work last 2 3 year lost past record pf number period 2002 possible get information pf office providing name pan number please advice,398
land seeding yes karne ke sambandh mai,399
respected sir enclosing letter regarding pending payment 1 year facing many problem financial give contribution nation kinly help make pending payment shall thankfull life time case already reminded state level take action till,400
respected drradha charan amp dranuradha mam provision rule fssai ministry health department food safety officer contractual recruitment pg candidate shortlisted interview excluding bebtech food tech graduate tripura health department left delhi advertisement came knew food tech candidate le scope tripura amp financial condition home poor couldn39t pg single often come tripura due mother39s health issue see 12 contractual fso recruitment bebtech food technology graduate left including don39t want 40000 given want fso tag even happy 15000 tripura health department deprived amp many left new year tear go leaving delhi amp unemployed food safety preference given bsc msc chemistry veterinary agriculture mbbs food technologist akash da tripura,401
dear sir sbi jaspur à¤• à¤•à¤°à¤®à¤šà¤°à¤¯ à¤¨ à¤¦à¤¨à¤• 11 jun 21 à¤¸ à¤ªà¤°à¤µ à¤•à¤ˆ call à¤®à¤ kyc à¤• à¤¸à¤®à¤¬à¤§ à¤® à¤• à¤”à¤° à¤®à¤° à¤¦à¤µà¤° kyc à¤¨à¤¹ à¤•à¤°à¤µà¤¨ à¤ªà¤° à¤–à¤¤ à¤¬à¤¨à¤¦ à¤¹à¤¨ à¤• à¤œà¤¨à¤•à¤° à¤¦ à¤ªà¤°à¤¤ à¤®à¤° à¤¦à¤µà¤° kyc à¤¨à¤¹ à¤•à¤°à¤µà¤ˆ à¤—à¤ˆ à¤¤ à¤¤à¤¬sbi branch à¤µà¤² à¤¨ à¤®à¤ à¤…à¤ªà¤¨ email id provide à¤• à¤”à¤° à¤®à¤¨ 11 jun 21 à¤® mail à¤• à¤¦à¤µà¤° kyc à¤¦à¤¸à¤¤à¤µà¤œ forward à¤•à¤¯ à¤¦à¤¨à¤• 18 aug 22 à¤® à¤®à¤° ac nox1x1x1x5x7x à¤¸ à¤¤à¤¨ fraud transaction rs20698410000025000331984sbi à¤• à¤•à¤°à¤®à¤šà¤°à¤¯ à¤• à¤®à¤²à¤­à¤—à¤¤ à¤¸ à¤¹à¤ à¤¤à¤¬ à¤¤à¤¤à¤•à¤² à¤¹ à¤®à¤ sbi alert à¤¨ x1x4x2x2x4x5 à¤¸ à¤®à¤ à¤…à¤µà¤—à¤¤ à¤•à¤°à¤µà¤¯ à¤—à¤¯ à¤¤ à¤®à¤¨ à¤‰à¤¨à¤¹ conform à¤•à¤°à¤µà¤¯ à¤• à¤¯à¤¹ à¤¤à¤¨ transaction à¤®à¤° à¤¦à¤µà¤° à¤¨à¤¹ à¤•à¤¯ à¤—à¤ à¤¹ sbi à¤• customer care à¤¨ x8x0x1x1x9 à¤”à¤° 1930 à¤ªà¤° à¤¤à¤¤à¤•à¤² à¤¶à¤•à¤¯à¤¤ à¤•à¤°à¤¨ à¤• à¤‰à¤ªà¤°à¤¤ sbi à¤œà¤¸à¤ªà¤° à¤• à¤¬à¤°à¤š à¤®à¤¨à¤œà¤° à¤• à¤¦à¤µà¤° sop à¤• à¤ªà¤°à¤•à¤°à¤¯ 031222 à¤® à¤ªà¤°à¤£ à¤•à¤°à¤¨ à¤• à¤‰à¤ªà¤°à¤¤ sbi lho new delhi à¤• sop à¤•à¤®à¤Ÿ à¤¨ à¤…à¤ªà¤¨ à¤¨à¤°à¤£à¤¯ à¤¸ à¤¬à¤°à¤š à¤®à¤¨à¤œà¤° à¤œà¤¸à¤ªà¤° à¤• à¤…à¤µà¤—à¤¤ à¤•à¤°à¤µà¤¯ à¤¹ à¤• à¤•à¤ˆ claim à¤¶à¤•à¤¯à¤¤à¤•à¤°à¤¤ à¤• à¤¨à¤¹ à¤¦à¤¯ à¤œà¤à¤— à¤‰à¤¨à¤¹à¤¨ à¤¹ à¤—à¤²à¤¤ à¤• à¤¹ à¤œà¤¬ à¤• à¤¨ à¤¤ à¤®à¤¨ benificiary add à¤•à¤¯ à¤¨ à¤¹ à¤®à¤¨ amount fill à¤•à¤¯ à¤¨ à¤¹ à¤®à¤¨ transaction mode à¤”à¤° gateway select à¤•à¤¯ à¤«à¤° à¤­ sop à¤• à¤…à¤§à¤° à¤ªà¤° à¤®à¤° à¤–à¤¤ à¤® à¤®à¤° à¤•à¤² à¤°à¤ªà¤¯ 331984 à¤• amount transfer à¤¨à¤¹ à¤•à¤¯ à¤œà¤¬ à¤• à¤ªà¤°à¤µ à¤® à¤®à¤° à¤¦à¤µà¤° pmopg à¤ªà¤° à¤¶à¤•à¤¯à¤¤ à¤•à¤°à¤¨ à¤ªà¤° à¤¬à¤• à¤¦à¤µà¤° sop à¤• à¤¨à¤°à¤¦à¤¶ à¤¦à¤ à¤—à¤ à¤¥ à¤…à¤¤ à¤®à¤¹à¤¦à¤¯ à¤¸ à¤¨à¤µà¤¦à¤¨ à¤¹ à¤• à¤®à¤° à¤–à¤¤ à¤® à¤‰à¤•à¤¤ à¤¤à¤¨ transaction à¤¸ detect à¤¹à¤ à¤•à¤² rs331984à¤¤à¤¤à¤•à¤² à¤¸à¤²à¤—à¤¨à¤• fir à¤• à¤…à¤§à¤° à¤ªà¤° recovery à¤•à¤°à¤µà¤¯,402
financial service banking division misbehaviourharrassmentcorruption bank staff bankfinancial institute punjab national bank branch name bank branch jharsaintly regarding taking appropriate action harassing bank staff 9 monthsi applied atm 9 month ago delivered post office branch also done copy attached complaintand kept going bank get atm regular interval kept requesting bank staff give atm every time refused give atm come usthe bank employee hurt honor troubled long time appropriate action taken atm given,403
cooperation central registrar cooperative society multi state cooperative society related matter multi state cooperative society related issue society name sahara india reference number msc act 2010 à¤®à¤¨à¤¨à¤¯ à¤®à¤¹à¤¦à¤¯ à¤œ à¤…à¤—à¤°à¤œ à¤¨à¤¯ à¤ˆà¤¯à¤° à¤• à¤¨à¤®à¤¸à¤•à¤° à¤¸à¤¦à¤° à¤†à¤ªà¤• à¤…à¤¬à¤—à¤¤ à¤•à¤°à¤¨ à¤¹ à¤• à¤†à¤ª à¤• à¤¦à¤µà¤° à¤¸à¤¹à¤° à¤‡à¤¡à¤¯ à¤•à¤°à¤¡à¤Ÿ à¤•à¤ªà¤°à¤Ÿà¤µ à¤¸à¤¸à¤¯à¤Ÿ à¤¸à¤¹à¤° à¤¸à¤Ÿà¤° à¤®à¤²à¤Ÿ à¤ªà¤°à¤ªà¤œ à¤¸à¤¸à¤¯à¤Ÿ à¤¸à¤¹à¤° à¤¯à¤¨à¤µà¤°à¤¸à¤² à¤¸à¤¸à¤¯à¤Ÿ à¤¸à¤¹à¤° q à¤¶à¤ª à¤• à¤¶à¤•à¤¯à¤¤ à¤• à¤¬à¤° à¤® à¤®à¤¨à¤¨à¤¯ à¤®à¤¹à¤¦à¤¯ à¤œ à¤¸à¤¹à¤° à¤‡à¤¡à¤¯ à¤•à¤®à¤ªà¤¨ à¤µà¤—à¤¤ 810 à¤¸à¤² à¤¸ à¤­à¤—à¤¤à¤¨ à¤¨à¤¹ à¤•à¤° à¤°à¤¹ à¤¹ à¤”à¤° à¤†à¤ªà¤• à¤¹à¤®à¤¨ à¤¹à¤®à¤° à¤¸à¤­ à¤¸à¤¹à¤° à¤‡à¤¡à¤¯ à¤® à¤œà¤® à¤•à¤ à¤–à¤¤ à¤• à¤¶à¤•à¤¯à¤¤ à¤†à¤ªà¤• à¤‡à¤¸ à¤ªà¤°à¤Ÿà¤² à¤ªà¤° à¤¸à¤¨à¥¨à¥¦à¥¨à¥¦ à¤¸ à¤¸à¤¨ 2022 à¤¤à¤• à¤²à¤—à¤¤à¤° à¤•à¤° à¤¦ à¤¹ à¤²à¤•à¤¨ à¤†à¤ª à¤¦à¤µà¤° à¤­ à¤¹à¤® à¤¸à¤¹à¤° à¤‡à¤¡à¤¯ à¤¸ à¤­à¤—à¤¤à¤¨ à¤†à¤œ à¤¤à¤• à¤¨à¤¹ à¤®à¤² à¤¹ à¤•à¤¯ à¤†à¤ª à¤­ à¤¸à¤¹à¤° à¤‡à¤¡à¤¯ à¤¸ à¤®à¤² à¤•à¤° à¤† à¤—à¤ à¤¹ à¤œà¤¸à¤¸ à¤†à¤ª à¤­ à¤†à¤® à¤œà¤¨à¤¤ à¤• à¤•à¤ˆ à¤­à¤—à¤¤à¤¨ à¤¨à¤¹ à¤¦à¤² à¤¬ à¤°à¤¹ à¤¹ à¤¹à¤® à¤—à¤°à¤¬ à¤œà¤¨à¤¤ à¤†à¤ªà¤¸ à¤¹ à¤¬à¤¹à¤¤ à¤‰à¤®à¤®à¤¦ à¤²à¤— à¤• à¤†à¤ª à¤¦à¤µà¤° à¤­à¤—à¤¤à¤¨ à¤²à¤¨ à¤• à¤²à¤ à¤‡à¤¤à¤œà¤° à¤•à¤° à¤°à¤¹ à¤¹ à¤®à¤¨à¤¨à¤¯ à¤®à¤¹à¤¦à¤¯ à¤œ à¤†à¤ª à¤¸à¤¹à¤° à¤‡à¤¡à¤¯ à¤¸ à¤­à¤—à¤¤à¤¨ à¤œà¤²à¤¦ à¤¸ à¤œà¤²à¤¦ à¤¦à¤² à¤¬ à¤¦ à¤†à¤ªà¤• à¤¬à¤¹à¤¤ à¤¬à¤¹à¤¤ à¤‰à¤ªà¤•à¤° à¤°à¤¹à¤— à¤‡à¤¸ à¤—à¤°à¤µ à¤œà¤¨à¤¤ à¤ªà¤° à¤¹à¤®à¤° à¤¸à¤­ à¤¶à¤•à¤¯à¤¤ à¤• à¤†à¤ªà¤• à¤ªà¤¸ à¤­à¤œ à¤šà¤• à¤¹ à¤¸à¤­ à¤¶à¤•à¤¯à¤¤ à¤• à¤œà¤²à¤¦ à¤¸ à¤œà¤²à¤¦ à¤¨à¤µà¤°à¤£ à¤•à¤°à¤• à¤¹à¤® à¤­à¤—à¤¤à¤¨ à¤¦à¤² à¤¬ à¤¦ à¤§à¤¨à¤¯à¤¬à¤¦,404
labour employment transfer related issue transfer inoutform 13 online transfer related issue name address establishment dystar india private limited uan x0x7x9x8x2x5 pf code pf account xxxxx ppo provided scheme certificate number provided pf office regional office thane ii dear sir per response towards grievance molbr e 2022 x7x7x x submitted online claim form 13 got reason claim claim id xxxxx rejected due 1 claim already settled 2 claim already settled bring notice previous claim claim id xxxxx settled 23rd oct 2017 amount service wrongly transferred xxxxx instead xxxxx pf account issue already raised 3 month back rectify transfer pf amount interest date correct pf account shockingly unexpectedly corrective action taken till date even repeated communication follow ups expecting prompt action without delay case reminder thanking,405
petroleum natural gas others respected hardeep puri sir sub make provision tagstoken gas cylinder consumer take liability it39s return back taking another one seeing many consumer take one cylinder 149kg replace 158kg returning empty one case people even stolen one need two cylinder time tag token provided cylinder may registered anyone try exchange heshe may given next cylinder reduce black purchase cylinder dealer commoner purpose please asap warm regard akash da tripura,406
central board direct tax income tax direct tax issue return refund matter wrong demand pan xxxxx assessment year 2122 chargeoffice provided regional office office region karnataka goa grievance xbxdxxx0x2x4x1x6 addressed matter closed inspite informing person called feedback request reopened taken fresh one docket number helped,407
corporate affair serious fraud investigation organisation delay investigation cin x3x0x2x0x0x3x5 dear sir sbi jaspur à¤• à¤•à¤°à¤®à¤šà¤°à¤¯ à¤¨ à¤¦à¤¨à¤• 11 jun 21 à¤¸ à¤ªà¤°à¤µ à¤•à¤ˆ call à¤®à¤ kyc à¤• à¤¸à¤®à¤¬à¤§ à¤® à¤• à¤”à¤° à¤®à¤° à¤¦à¤µà¤° kyc à¤¨à¤¹ à¤•à¤°à¤µà¤¨ à¤ªà¤° à¤–à¤¤ à¤¬à¤¨à¤¦ à¤¹à¤¨ à¤• à¤œà¤¨à¤•à¤° à¤¦ à¤ªà¤°à¤¤ à¤®à¤° à¤¦à¤µà¤° kyc à¤¨à¤¹ à¤•à¤°à¤µà¤ˆ à¤—à¤ˆ à¤¤ à¤¤à¤¬sbi branch à¤µà¤² à¤¨ à¤®à¤ à¤…à¤ªà¤¨ email id provide à¤• à¤”à¤° à¤®à¤¨ 11 jun 21 à¤® mail à¤• à¤¦à¤µà¤° kyc à¤¦à¤¸à¤¤à¤µà¤œ forward à¤•à¤¯ à¤¦à¤¨à¤• 18 aug 22 à¤® à¤®à¤° ac nox1x1x1x5x7x à¤¸ à¤¤à¤¨ fraud transaction rs20698410000025000331984sbi à¤• à¤•à¤°à¤®à¤šà¤°à¤¯ à¤• à¤®à¤²à¤­à¤—à¤¤ à¤¸ à¤¹à¤ à¤¤à¤¬ à¤¤à¤¤à¤•à¤² à¤¹ à¤®à¤ sbi alert à¤¨ x1x4x2x2x4x5 à¤¸ à¤®à¤ à¤…à¤µà¤—à¤¤ à¤•à¤°à¤µà¤¯ à¤—à¤¯ à¤¤ à¤®à¤¨ à¤‰à¤¨à¤¹ conform à¤•à¤°à¤µà¤¯ à¤• à¤¯à¤¹ à¤¤à¤¨ transaction à¤®à¤° à¤¦à¤µà¤° à¤¨à¤¹ à¤•à¤¯ à¤—à¤ à¤¹ sbi à¤• customer care à¤¨ x8x0x1x1x9 à¤”à¤° 1930 à¤ªà¤° à¤¤à¤¤à¤•à¤² à¤¶à¤•à¤¯à¤¤ à¤•à¤°à¤¨ à¤• à¤‰à¤ªà¤°à¤¤ sbi à¤œà¤¸à¤ªà¤° à¤• à¤¬à¤°à¤š à¤®à¤¨à¤œà¤° à¤• à¤¦à¤µà¤° sop à¤• à¤ªà¤°à¤•à¤°à¤¯ 031222 à¤® à¤ªà¤°à¤£ à¤•à¤°à¤¨ à¤• à¤‰à¤ªà¤°à¤¤ sbi lho new delhi à¤• sop à¤•à¤®à¤Ÿ à¤¨ à¤…à¤ªà¤¨ à¤¨à¤°à¤£à¤¯ à¤¸ à¤¬à¤°à¤š à¤®à¤¨à¤œà¤° à¤œà¤¸à¤ªà¤° à¤• à¤…à¤µà¤—à¤¤ à¤•à¤°à¤µà¤¯ à¤¹ à¤• à¤•à¤ˆ claim à¤¶à¤•à¤¯à¤¤à¤•à¤°à¤¤ à¤• à¤¨à¤¹ à¤¦à¤¯ à¤œà¤à¤— à¤‰à¤¨à¤¹à¤¨ à¤¹ à¤—à¤²à¤¤ à¤• à¤¹ à¤œà¤¬ à¤• à¤¨ à¤¤ à¤®à¤¨ benificiary add à¤•à¤¯ à¤¨ à¤¹ à¤®à¤¨ amount fill à¤•à¤¯ à¤¨ à¤¹ à¤®à¤¨ transaction mode à¤”à¤° gateway select à¤•à¤¯ à¤«à¤° à¤­ sop à¤• à¤…à¤§à¤° à¤ªà¤° à¤®à¤° à¤–à¤¤ à¤® à¤®à¤° à¤•à¤² à¤°à¤ªà¤¯ 331984 à¤• amount transfer à¤¨à¤¹ à¤•à¤¯ à¤œà¤¬ à¤• à¤ªà¤°à¤µ à¤® à¤®à¤° à¤¦à¤µà¤° pmopg à¤ªà¤° à¤¶à¤•à¤¯à¤¤ à¤•à¤°à¤¨ à¤ªà¤° à¤¬à¤• à¤¦à¤µà¤° sop à¤• à¤¨à¤°à¤¦à¤¶ à¤¦à¤ à¤—à¤ à¤¥ à¤…à¤¤ à¤®à¤¹à¤¦à¤¯ à¤¸ à¤¨à¤µà¤¦à¤¨ à¤¹ à¤• à¤®à¤° à¤–à¤¤ à¤® à¤‰à¤•à¤¤ à¤¤à¤¨ transaction à¤¸ detect à¤¹à¤ à¤•à¤² rs331984à¤¤à¤¤à¤•à¤² à¤¸à¤²à¤—à¤¨à¤• fir à¤• à¤…à¤§à¤° à¤ªà¤° recovery à¤•à¤°à¤µà¤¯,408
labour employment others epfo name address establishment malbros impex pvtltd uan x0x5x5x7x9x9 pf code pf account xxxxx175 ppo provided scheme certificate number provided pf office regional office delhi east sir sent document email 21122022 father name correction correction done till live rajasthan possible visit pf office delhi therefor registered grievance please done correction medical emergency family enable take pf benefit please correction soon possible reference attached relevant documesnts wrong name record quotharphool singhquot correct name per id proof quotharphul singhquot thanks regard sher singh,409
à¤®à¤° à¤¨à¤® à¤†à¤•à¤•à¤· à¤¸à¤¹ à¤¹ à¤® à¤•à¤²à¤•à¤Ÿà¤°à¤Ÿ à¤•à¤¨à¤ªà¤° à¤¨à¤—à¤° à¤à¤¶à¤¯à¤¨ à¤ªà¤°à¤¥à¤® à¤•à¤°à¤Ÿ à¤® à¤•à¤°à¤¯à¤°à¤¤ à¤•à¤°à¤¯ à¤¥ à¤®à¤ à¤§à¤°à¤®à¤¦à¤° à¤œ à¤µà¤­à¤— à¤• à¤•à¤°à¤®à¤šà¤° à¤¹ à¤‰à¤¨à¤¹à¤¨ à¤®à¤ à¤§à¤®à¤•à¤¯ à¤µà¤¹ à¤…à¤¶à¤²à¤² à¤¶à¤¬à¤¦ à¤• à¤ªà¤°à¤¯à¤— à¤•à¤¯ à¤°à¤–à¤² à¤µà¤¹ à¤¸à¤Ÿà¤¡à¤°à¤¡ à¤•à¤² à¤—à¤°à¤² à¤…à¤Ÿà¤¡à¤¸ à¤°à¤œà¤¸à¤Ÿà¤° à¤® à¤²à¤– à¤œà¤¸à¤• à¤¬à¤° à¤® à¤®à¤¨ à¤¸à¤­ à¤‰à¤šà¤š à¤…à¤§à¤•à¤° à¤• à¤…à¤µà¤—à¤¤ à¤•à¤°à¤¯ à¤ªà¤°à¤¤ à¤µà¤­à¤— à¤¦à¤µà¤° à¤‰à¤¸ à¤¦à¤¬ à¤¦à¤¯ à¤—à¤¯ à¤”à¤° à¤†à¤œ à¤µà¤¹ à¤¡à¤à¤® à¤•à¤ª à¤•à¤°à¤¯à¤²à¤¯ à¤•à¤¨à¤ªà¤° à¤¨à¤—à¤° à¤® à¤¶à¤°à¤£ à¤²à¤ à¤¹à¤ à¤¹ à¤à¤¸ à¤ªà¤°à¤¤à¤¤ à¤¹à¤¤ à¤¹ à¤• à¤®à¤° à¤µà¤­à¤— à¤¦à¤µà¤° à¤¶à¤·à¤£ à¤•à¤¯ à¤œ à¤°à¤¹ à¤¹ à¤‰à¤¸à¤• à¤µà¤°à¤¦à¤§ à¤•à¤ˆ à¤­ à¤•à¤°à¤¯à¤µà¤¹ à¤¨à¤¹ à¤¹à¤ˆ à¤œà¤¬à¤• à¤®à¤° à¤Ÿà¤°à¤¸à¤«à¤° 60 à¤•à¤²à¤®à¤Ÿà¤° à¤¦à¤° à¤•à¤° à¤¦à¤¯ à¤—à¤¯ à¤œà¤¹ à¤à¤• à¤­ à¤®à¤¹à¤² à¤•à¤°à¤®à¤šà¤° à¤•à¤°à¤¯à¤°à¤¤ à¤¨à¤¹ à¤¹ à¤œà¤¸à¤¸ à¤• à¤®à¤° à¤…à¤šà¤› à¤¸ à¤¶à¤·à¤£ à¤¹ à¤¸à¤•,410
social justice empowerment miscellaneous corporate cell private reservation matterspolicy dear sir sbi jaspur à¤• à¤•à¤°à¤®à¤šà¤°à¤¯ à¤¨ à¤¦à¤¨à¤• 11 jun 21 à¤¸ à¤ªà¤°à¤µ à¤•à¤ˆ call à¤®à¤ kyc à¤• à¤¸à¤®à¤¬à¤§ à¤® à¤• à¤”à¤° à¤®à¤° à¤¦à¤µà¤° kyc à¤¨à¤¹ à¤•à¤°à¤µà¤¨ à¤ªà¤° à¤–à¤¤ à¤¬à¤¨à¤¦ à¤¹à¤¨ à¤• à¤œà¤¨à¤•à¤° à¤¦ à¤ªà¤°à¤¤ à¤®à¤° à¤¦à¤µà¤° kyc à¤¨à¤¹ à¤•à¤°à¤µà¤ˆ à¤—à¤ˆ à¤¤ à¤¤à¤¬sbi branch à¤µà¤² à¤¨ à¤®à¤ à¤…à¤ªà¤¨ email id provide à¤• à¤”à¤° à¤®à¤¨ 11 jun 21 à¤® mail à¤• à¤¦à¤µà¤° kyc à¤¦à¤¸à¤¤à¤µà¤œ forward à¤•à¤¯ à¤¦à¤¨à¤• 18 aug 22 à¤® à¤®à¤° ac nox1x1x1x5x7x à¤¸ à¤¤à¤¨ fraud transaction rs20698410000025000331984sbi à¤• à¤•à¤°à¤®à¤šà¤°à¤¯ à¤• à¤®à¤²à¤­à¤—à¤¤ à¤¸ à¤¹à¤ à¤¤à¤¬ à¤¤à¤¤à¤•à¤² à¤¹ à¤®à¤ sbi alert à¤¨ x1x4x2x2x4x5 à¤¸ à¤®à¤ à¤…à¤µà¤—à¤¤ à¤•à¤°à¤µà¤¯ à¤—à¤¯ à¤¤ à¤®à¤¨ à¤‰à¤¨à¤¹ conform à¤•à¤°à¤µà¤¯ à¤• à¤¯à¤¹ à¤¤à¤¨ transaction à¤®à¤° à¤¦à¤µà¤° à¤¨à¤¹ à¤•à¤¯ à¤—à¤ à¤¹ sbi à¤• customer care à¤¨ x8x0x1x1x9 à¤”à¤° 1930 à¤ªà¤° à¤¤à¤¤à¤•à¤² à¤¶à¤•à¤¯à¤¤ à¤•à¤°à¤¨ à¤• à¤‰à¤ªà¤°à¤¤ sbi à¤œà¤¸à¤ªà¤° à¤• à¤¬à¤°à¤š à¤®à¤¨à¤œà¤° à¤• à¤¦à¤µà¤° sop à¤• à¤ªà¤°à¤•à¤°à¤¯ 031222 à¤® à¤ªà¤°à¤£ à¤•à¤°à¤¨ à¤• à¤‰à¤ªà¤°à¤¤ sbi lho new delhi à¤• sop à¤•à¤®à¤Ÿ à¤¨ à¤…à¤ªà¤¨ à¤¨à¤°à¤£à¤¯ à¤¸ à¤¬à¤°à¤š à¤®à¤¨à¤œà¤° à¤œà¤¸à¤ªà¤° à¤• à¤…à¤µà¤—à¤¤ à¤•à¤°à¤µà¤¯ à¤¹ à¤• à¤•à¤ˆ claim à¤¶à¤•à¤¯à¤¤à¤•à¤°à¤¤ à¤• à¤¨à¤¹ à¤¦à¤¯ à¤œà¤à¤— à¤‰à¤¨à¤¹à¤¨ à¤¹ à¤—à¤²à¤¤ à¤• à¤¹ à¤œà¤¬ à¤• à¤¨ à¤¤ à¤®à¤¨ benificiary add à¤•à¤¯ à¤¨ à¤¹ à¤®à¤¨ amount fill à¤•à¤¯ à¤¨ à¤¹ à¤®à¤¨ transaction mode à¤”à¤° gateway select à¤•à¤¯ à¤«à¤° à¤­ sop à¤• à¤…à¤§à¤° à¤ªà¤° à¤®à¤° à¤–à¤¤ à¤® à¤®à¤° à¤•à¤² à¤°à¤ªà¤¯ 331984 à¤• amount transfer à¤¨à¤¹ à¤•à¤¯ à¤œà¤¬ à¤• à¤ªà¤°à¤µ à¤® à¤®à¤° à¤¦à¤µà¤° pmopg à¤ªà¤° à¤¶à¤•à¤¯à¤¤ à¤•à¤°à¤¨ à¤ªà¤° à¤¬à¤• à¤¦à¤µà¤° sop à¤• à¤¨à¤°à¤¦à¤¶ à¤¦à¤ à¤—à¤ à¤¥ à¤…à¤¤ à¤®à¤¹à¤¦à¤¯ à¤¸ à¤¨à¤µà¤¦à¤¨ à¤¹ à¤• à¤®à¤° à¤–à¤¤ à¤® à¤‰à¤•à¤¤ à¤¤à¤¨ transaction à¤¸ detect à¤¹à¤ à¤•à¤² rs331984à¤¤à¤¤à¤•à¤² à¤¸à¤²à¤—à¤¨à¤• fir à¤• à¤…à¤§à¤° à¤ªà¤° recovery à¤•à¤°à¤µà¤¯,411
road transport highway construction maintenance national highway others ministryorganisation national highway authority india nhai name state tamilnadu national highway number sh49 nh332a nh32 stretch name state district chennai kanyakumari dear prime minister india greeting tamil nadu villupuram district marakanam east coast road anumanthai village marakanam area east coast road bad pothole pothole making road impassable accident happen frequently intermediate area famous hospital puducherry ambulance come chennai ambulance go puducherry chennai facing lot difficulty twowheelers often get tire puncture therefore people area bjp villupuram north district demanding highway department take immediate action renovate patch work ecr east coast road anumanthi marakanam thank manivannan,412
defence finance pension pension revision pension air force army numberservice nopersonal number x3x5x4x rankdesignation last held sgt name last unit formation served air force name pension paying banktreasury officedpdo etc sbi gpfnps numberppo x4x2x1x1x5x3 pension office cda air force new delhi oic cda air force subjectmacp regarding dear sir 1i ex sgt rabindra nath service nox3x5x4x dod 31072013 q 20 yr 11 day per macp rule 01012006 served sgt rank 9 year getting pension jwo 2provide eppo copy latest 3i request oic af issue corr ppo jwo rank provide macp benefit getting le pension take action asap thank,413
labour employment cash benefit benefit confinement expense ip x2x0x3x5x4 name bo malerkotla name ro sro sub regional office ludhiana ip x2x0x3x5x4 im paying contribution countinuesly since 1132015 wife gave birth baby boy 11022019 ggs medical college amp hospital faridkotpunjab due non availabity medical hospital esi citymalerkotla confinement benefit paid till approched branch office many time appropriate answer please tell eligible get confinement expense,414
information broadcasting film central board film certification cbfc mumbai sub please ban pakistani movie medium content india actor movie antiindia supporter terrorist group respected sir madam please ban prohibit pakistani movie medium content india actor movie antiindia supporter terrorist group would help people work peacefully otherwise earning would used terrorist activity india part world regard,415
sir 1180rs cut x1x0xx0x2x mare ko pata nahi chal paa raha ka charge ye pahle bhi kai baar payment cut ho cuka,416
father retired railway police worked head constable railway protection force father visited railway guest house railway protection force exemployee railway police rpf secunderabad railway station police constable sub inspector bested father thrown father road father kidneyheart patient one fullday father road suffered much recovery gandhi hospital hyderabadi kindly request telangana police file attempt murder case railway police secunderabad rpf department,417
agriculture farmer welfare pmkisan related issue non receipt pmkisan instalment farmer name ravibhushan kumar paswan registration status registration done xxxxx land seeding registration date 26102020,418
financial service banking division creditdebitatm card related others bank state bank india branch name bank branch balichak born august 2005 18 year old 2005 2023 according year according month done really need sbi atm card please help balichak branch ifscxxxxx,419
unique identification authority india non updation aadhaar online aadhaar updation related issue service request number srn xxxxx hi trying update aadhaar biometric past 18 month age completed 15 year updated biometric around 6 time every time failed got update saying system error raised many complaint past month regarding aadhaar update delay response received proper update received latest update aadhaar helpdesk srn xxxxx dt 01012023 last time got aadhaar update moosarambagh aadhaar hyderabad telangana conducted special drive pending cancelled aadhar number informed aadhaar get updated august 39 2022 still updated please needful need aadhaar intermediate competitive exam please needful earliest received update post august raised multiple complaint regarding 1 08th november sr xxxxx 2 08th november sr xxxxx 3 15th november sr xxxxx 4 26th november sr xxxxx thanks amp regard sai gayathri keerthana,420
central board excise custom indirect tax related custom incorrect custom duty levied state west bengal jurisdiction complainant zone provided port code provided iec code provided sb provided region kolkata zone custom good morning hope fantastic day would like lodge complaint kolkata custom department unprofessional behaviour personal parcel arriving saudi arabia held kolkata custom department levied fifty sum 30000 reason clearly unknown form communication possible never pick phone call reply email respond tweet package worth 300 saudi riyal contains date chocolate atta biscuit weighing 30 kg still don39t get package containing food item contained 2 month without clarification even issue informed didn39t happen unfortunately 2 month enough perishable item rot box condition lying also hard guess inconvenience would like ask remuneration equal amount inr approximately 6582 rupee understand hustle bustle government department way mean case go unattended one thing number available official page contact kolkata custom department either invalid never received anyone consignment number xxxxx,421
road transport highway construction maintenance national highway others ministryorganisation national highway authority india nhai name state uttar pradesh national highway number 24 stretch name state district chavaria buzurg pin 273413 gorakhpur uttar pradesh dear sirmadam please find attached request letter request please resolve problem asap thank,422
sir maine date 05042019 ko jila satna thana kolgava fir no1070 darj ki thi jo mere sath 1 lakh 2 hajar ru ki dhokhadhadi ke mamle thi sabhi proof hone ka bad bhi police dvara aj tk koi karyavahi nahi ki gai plzz meri help kre may ajeevan aapka abhari rhunga,423
